id,sura,aya,translation,7_cluster_2_dim,7_cluster_1000_dim,7_cluster_2899_dim,15_cluster_2_dim,15_cluster_1000_dim,15_cluster_2899_dim,21_cluster_2_dim,21_cluster_1000_dim,21_cluster_2899_dim
738,5,69,Sesungguhnya orangorang yang beriman orangorang Yahudi bin dan orangorang Nasrani barang siapa beriman kepada Allah kepada hari kemudian dan berbuat kebajikan maka tidak ada rasa khawatir padanya dan mereka tidak bersedih hati,6,0,0,0,0,0,17,0,0
739,5,70,Sesungguhnya Kami telah mengambil perjanjian dari Bani Israil dan telah Kami utus kepada mereka Rasulrasul Tetapi setiap rasul datang kepada mereka dengan membawa apa yang tidak sesuai dengan keinginan mereka maka sebagian dari Rasul itu mereka dustakan kali dan sebagian yang lain mereka bunuh,0,0,0,7,0,0,18,0,0
740,5,71,Dan mereka mengira bahwa tidak akan terjadi bencana apa pun terhadap mereka dengan membunuh Nabinabi itu karena itu mereka menjadi buta dan tuli kemudian Allah menerima tobat mereka lalu banyak di antara mereka buta dan tuli Dan Allah Maha Melihat apa yang mereka kerjakan,1,0,0,13,0,0,13,0,0
741,5,72,Sungguh telah kafir orangorang yang berkata Sesungguhnya Allah itulah AlMasih putra Maryam padahal AlMasih sendiri berkata Wahai Bani Israil Sembahlah Allah Tuhanku dan Tuhanmu Sesungguhnya barang siapa mempersekutukan sesuatu dengan Allah maka sungguh Allah mengharamkan surga baginya dan tempatnya ialah neraka Dan tidak ada seorang penolong pun bagi orangorang zalim itu,2,0,0,12,0,0,12,0,0
742,5,73,Sungguh telah kafir orangorang yang mengatakan bahwa Allah adalah salah satu dari yang tiga padahal tidak ada tuhan yang berhak disembah selain Tuhan Yang Esa Jika mereka tidak berhenti dari apa yang mereka katakan pasti orangorang yang kafir di antara mereka akan ditimpa azab yang pedih,2,0,0,2,0,0,2,0,0
743,5,74,Mengapa mereka tidak bertobat kepada Allah dan memohon ampunan kepadaNya Allah Maha Pengampun Maha Penyayang,4,0,0,4,0,0,15,0,0
744,5,75,AlMasih putra Maryam hanyalah seorang Rasul Sebelumnya pun sudah berlalu beberapa Rasul Dan ibunya seorang yang berpegang teguh pada kebenaran Keduanya biasa memakan makanan Perhatikanlah bagaimana Kami menjelaskan ayatayat tandatanda kekuasaan kepada mereka Ahli Kitab kemudian perhatikanlah bagaimana mereka dipalingkan oleh keinginan mereka,0,0,0,10,0,0,10,0,0
745,5,76,Katakanlah Muhammad Mengapa kamu menyembah makhluk selain Allah sesuatu yang tidak dapat menimbulkan bencana kepadamu dan tidak pula memberi manfaat Dan Allah Maha Mendengar Maha Mengetahui,4,0,0,4,0,0,4,0,0
746,5,77,Katakanlah Muhammad Wahai Ahli Kitab Janganlah kamu berlebihlebihan dengan cara tidak benar dalam agamamu Dan janganlah kamu mengikuti keinginan orangorang yang telah tersesat dahulu dan telah menyesatkan banyak manusia dan mereka sendiri tersesat dari jalan yang lurus,0,0,0,10,0,0,10,18,0
747,5,78,Orangorang kafir dari Bani Israil telah dilaknat melalui lisan ucapan Dawud dan Isa putra Maryam Yang demikian itu karena mereka durhaka dan selalu melampaui batas,0,0,0,3,0,0,3,0,0
748,5,79,Mereka tidak saling mencegah perbuatan mungkar yang selalu mereka perbuat Sungguh sangat buruk apa yang mereka perbuat,0,0,0,0,0,0,0,0,0
749,5,80,Kamu melihat banyak di antara mereka tolong menolong dengan orangorang kafir musyrik Sungguh sangat buruk apa yang mereka lakukan untuk diri mereka sendiri yaitu kemurkaan Allah dan mereka akan kekal dalam azab,6,0,0,0,0,0,17,0,0
750,5,81,Dan sekiranya mereka beriman kepada Allah kepada Nabi Muhammad dan kepada apa yang diturunkan kepadanya niscaya mereka tidak akan menjadikan orang musyrik itu sebagai teman setia Tetapi banyak di antara mereka merupakan orangorang fasik,6,0,0,0,0,0,17,0,0
751,5,82,Pasti akan kamu dapati orang yang paling keras permusuhannya terhadap orangorang yang beriman ialah orangorang Yahudi dan orangorang musyrik Dan pasti akan kamu dapati orang yang paling dekat persahabatannya dengan orangorang yang beriman ialah orangorang yang berkata Sesungguhnya kami adalah orang Nasrani Yang demikian itu karena di antara mereka terdapat para pendeta dan para rahib juga karena mereka tidak menyombongkan diri,3,0,0,3,0,0,3,0,0
752,5,83,Dan apabila mereka mendengarkan apa AlQuran yang diturunkan kepada Rasul Muhammad kamu lihat mata mereka mencucurkan air mata disebabkan kebenaran yang telah mereka ketahui dari kitabkitab mereka sendiri seraya berkata Ya Tuhan kami telah beriman maka catatlah kami bersama orangorang yang menjadi saksi atas kebenaran AlQuran dan kenabian Muhammad,0,0,0,7,0,0,18,0,0
753,5,84,Dan mengapa kami tidak akan beriman kepada Allah dan kepada kebenaran yang datang kepada kami padahal kami sangat ingin agar Tuhan kami memasukkan kami ke dalam golongan orangorang yang saleh,2,0,0,12,0,0,12,0,0
754,5,85,Maka Allah memberi pahala kepada mereka atas perkataan yang telah mereka ucapkan yaitu surga yang mengalir di bawahnya sungaisungai mereka kekal di dalamnya Dan itulah balasan bagi orangorang yang berbuat kebaikan,0,0,0,10,0,0,10,0,0
755,5,86,Dan orangorang yang kafir serta mendustakan ayatayat Kami mereka itulah penghuni neraka,3,0,0,8,0,0,8,0,0
756,5,87,Wahai orangorang yang beriman Janganlah kamu mengharamkan apa yang baik yang telah dihalalkan Allah kepadamu dan janganlah kamu melampaui batas Sesungguhnya Allah tidak menyukai orangorang yang melampaui batas,1,0,0,13,0,0,13,0,0
757,5,88,Dan makanlah dari apa yang telah diberikan Allah kepadamu sebagai rezeki yang halal dan baik dan bertakwalah kepada Allah yang kamu beriman kepadaNya,4,0,0,4,0,0,19,0,0
758,5,89,Allah tidak menghukum kamu disebabkan sumpahsumpahmu yang tidak disengaja untuk bersumpah tetapi Dia menghukum kamu disebabkan sumpahsumpah yang kamu sengaja maka kafaratnya denda pelanggaran sumpah ialah memberi makan sepuluh orang miskin yaitu dari makanan yang biasa kamu berikan kepada keluargamu atau memberi mereka pakaian atau memerdekakan seorang hamba sahaya Barang siapa tidak mampu melakukannya maka kafaratnya berpuasalah tiga hari Itulah kafarat sumpahsumpahmu apabila kamu bersumpah Dan jagalah sumpahmu Demikianlah Allah menerangkan hukumhukumNya kepadamu agar kamu bersyukur kepadaNya,6,0,0,0,0,0,17,0,0
759,5,90,Wahai orangorang yang beriman Sesungguhnya minuman keras berjudi berkurban untuk berhala dan mengundi nasib dengan anak panah adalah perbuatan keji dan termasuk perbuatan setan Maka jauhilah perbuatanperbuatan itu agar kamu beruntung,0,0,0,10,0,0,10,0,0
760,5,91,Dengan minuman keras dan judi itu setan hanyalah bermaksud menimbulkan permusuhan dan kebencian di antara kamu dan menghalanghalangi kamu dari mengingat Allah dan melaksanakan salat maka tidakkah kamu mau berhenti,6,0,0,6,0,0,6,0,0
761,5,92,Dan taatlah kamu kepada Allah dan taatlah kamu kepada Rasul serta berhatihatilah Jika kamu berpaling maka ketahuilah bahwa kewajiban Rasul Kami hanyalah menyampaikan amanat dengan jelas,6,0,0,6,0,0,6,0,0
762,5,93,Tidak berdosa orangorang yang beriman dan mengerjakan kebajikan terkait apa yang mereka makan dahulu apabila mereka bertakwa dan beriman serta mengerjakan kebajikan kemudian mereka tetap bertakwa dan beriman selanjutnya mereka tetap juga bertakwa dan berbuat kebajikan Dan Allah menyukai orangorang yang berbuat kebajikan,6,0,0,0,0,0,17,0,0
763,5,94,Wahai orangorang yang beriman Allah pasti akan menguji kamu dengan hewan buruan yang dengan mudah kamu peroleh dengan tangan dan tombakmu agar Allah mengetahui siapa yang takut kepadaNya meskipun dia tidak melihatNya Barang siapa melampaui batas setelah itu maka dia akan mendapat azab yang pedih,6,0,0,6,0,0,6,0,0
764,5,95,Wahai orangorang yang beriman Janganlah kamu membunuh hewan buruan ketika kamu sedang ihram haji atau umrah Barang siapa di antara kamu membunuhnya dengan sengaja maka dendanya ialah mengganti dengan hewan ternak yang sepadan dengan buruan yang dibunuhnya menurut putusan dua orang yang adil di antara kamu sebagai hadyu yang dibawa ke Kabah atau kafarat membayar tebusan dengan memberi makan kepada orangorang miskin atau berpuasa seimbang dengan makanan yang dikeluarkan itu agar dia merasakan akibat buruk dari perbuatannya Allah telah memaafkan apa yang telah lalu Dan barang siapa kembali mengerjakannya niscaya Allah akan menyiksanya Dan Allah Mahaperkasa memiliki kekuasaan untuk menyiksa,6,0,0,0,0,0,17,0,0
765,5,96,Dihalalkan bagimu hewan buruan laut dan makanan yang berasal dari laut sebagai makanan yang lezat bagimu dan bagi orangorang yang dalam perjalanan dan diharamkan atasmu menangkap hewan darat selama kamu sedang ihram Dan bertakwalah kepada Allah yang kepadaNya kamu akan dikumpulkan kembali,6,0,0,0,0,0,17,0,0
766,5,97,Allah telah menjadikan Kabah rumah suci tempat manusia berkumpul Demikian pula bulan haram hadyu dan qalid Yang demikian itu agar kamu mengetahui bahwa Allah mengetahui apa yang ada di langit dan apa yang ada di bumi dan bahwa Allah Maha Mengetahui segala sesuatu,4,0,0,1,0,0,19,0,0
767,5,98,Ketahuilah bahwa Allah sangat keras siksaanNya dan bahwa Allah Maha Pengampun Maha Penyayang,4,0,0,4,0,0,15,0,0
768,5,99,Kewajiban Rasul tidak lain hanyalah menyampaikan amanat Allah dan Allah mengetahui apa yang kamu tampakkan dan apa yang kamu sembunyikan,4,0,0,4,0,0,19,0,0
769,5,100,Katakanlah Muhammad Tidaklah sama yang buruk dengan yang baik meskipun banyaknya keburukan itu menarik hatimu maka bertakwalah kepada Allah wahai orangorang yang mempunyai akal sehat agar kamu beruntung,6,0,0,6,0,0,6,0,0
770,5,101,Wahai orangorang yang beriman Janganlah kamu menanyakan kepada Nabimu halhal yang jika diterangkan kepadamu justru menyusahkan kamu Jika kamu menanyakannya ketika AlQuran sedang diturunkan niscaya akan diterangkan kepadamu Allah telah memaafkan kamu tentang hal itu Dan Allah Maha Pengampun Maha Penyantun,1,0,0,13,0,0,13,0,0
771,5,102,Sesungguhnya sebelum kamu telah ada segolongan manusia yang menanyakan halhal serupa itu kepada nabi mereka kemudian mereka menjadi kafir,0,0,0,10,0,0,0,0,0
772,5,103,Allah tidak pernah mensyariatkan adanya Barah Sibah Walah dan m Tetapi orangorang kafir membuatbuat kedustaan terhadap Allah dan kebanyakan mereka tidak mengerti,6,0,0,0,0,0,0,0,0
773,5,104,Dan apabila dikatakan kepada mereka Marilah mengikuti apa yang diturunkan Allah dan mengikuti Rasul Mereka menjawab Cukuplah bagi kami apa yang kami dapati nenek moyang kami mengerjakannya Apakah mereka akan mengikuti juga nenek moyang mereka walaupun nenek moyang mereka itu tidak mengetahui apaapa dan tidak pula mendapat petunjuk,6,0,0,0,0,0,17,0,0
774,5,105,Wahai orangorang yang beriman Jagalah dirimu karena orang yang sesat itu tidak akan membahayakanmu apabila kamu telah mendapat petunjuk Hanya kepada Allah kamu semua akan kembali kemudian Dia akan menerangkan kepadamu apa yang telah kamu kerjakan,6,0,0,6,0,0,6,0,0
775,5,106,Wahai orangorang yang beriman Apabila salah seorang di antara kamu menghadapi kematian sedang dia akan berwasiat maka hendaklah wasiat itu disaksikan oleh dua orang yang adil di antara kamu atau dua orang yang berlainan agama dengan kamu Jika kamu dalam perjalanan di bumi lalu kamu ditimpa bahaya kematian hendaklah kamu tahan kedua saksi itu setelah salat agar keduanya bersumpah dengan nama Allah jika kamu raguragu Demi Allah kami tidak akan mengambil keuntungan dengan sumpah ini walaupun dia karib kerabat dan kami tidak menyembunyikan kesaksian Allah sesungguhnya jika demikian tentu kami termasuk orangorang yang berdosa,6,0,0,6,0,0,6,0,0
776,5,107,Jika terbukti kedua saksi itu berbuat dosa maka dua orang yang lain menggantikan kedudukannya yaitu di antara ahli waris yang berhak dan lebih dekat kepada orang yang mati lalu keduanya bersumpah dengan nama Allah Sungguh kesaksian kami lebih layak diterima daripada kesaksian kedua saksi itu dan kami tidak melanggar batas Sesungguhnya jika kami berbuat demikian tentu kami termasuk orangorang zalim,6,0,0,0,0,0,17,0,0
777,5,108,Dengan cara itu mereka lebih patut memberikan kesaksiannya menurut yang sebenarnya dan mereka merasa takut akan dikembalikan sumpahnya kepada ahli waris setelah mereka bersumpah Bertakwalah kepada Allah dan dengarkanlah perintahNya Dan Allah tidak memberi petunjuk kepada orangorang yang fasik,1,0,0,13,0,0,13,0,0
778,5,109,Ingatlah pada hari ketika Allah mengumpulkan para rasul lalu Dia bertanya kepada mereka Apa jawaban kaummu terhadap seruanmu Mereka para rasul menjawab Kami tidak tahu tentang itu Sesungguhnya Engkaulah Yang Maha Mengetahui segala yang gaib,1,0,0,1,0,0,1,0,0
779,5,110,Dan Ingatlah ketika Allah berfirman Wahai Isa putra Maryam Ingatlah nikmatKu kepadamu dan kepada ibumu sewaktu Aku menguatkanmu dengan Rohulkudus Engkau dapat berbicara dengan manusia di waktu masih dalam buaian dan setelah dewasa Dan ingatlah ketika Aku mengajarkan menulis kepadamu juga Hikmah Taurat dan Injil Dan ingatlah ketika engkau membentuk dari tanah berupa burung dengan seizinKu kemudian engkau meniupnya lalu menjadi seekor burung yang sebenarnya dengan seizinKu Dan ingatlah ketika engkau menyembuhkan orang yang buta sejak lahir dan orang yang berpenyakit kusta dengan seizinKu Dan ingatlah ketika engkau mengeluarkan orang mati dari kubur menjadi hidup dengan seizinKu Dan ingatlah ketika Aku menghalangi Bani Israil dari keinginan mereka membunuhmu dikala engkau mengemukakan kepada mereka keteranganketerangan yang nyata lalu orangorang kafir di antara mereka berkata Ini tidak lain hanyalah sihir yang nyata,0,0,0,10,0,0,10,0,0
780,5,111,Dan ingatlah ketika Aku ilhamkan kepada pengikutpengikut Isa yang setia Berimanlah kamu kepadaKu dan kepada RasulKu Mereka menjawab Kami telah beriman dan saksikanlah wahai Rasul bahwa kami adalah orangorang yang berserah diri muslim,0,0,0,10,0,0,10,0,0
781,5,112,Ingatlah ketika pengikutpengikut Isa yang setia berkata Wahai Isa putra Maryam Bersediakah Tuhanmu menurunkan hidangan dari langit kepada kami Isa menjawab Bertakwalah kepada Allah jika kamu orangorang beriman,6,0,0,7,0,0,0,0,0
782,5,113,Mereka berkata Kami ingin memakan hidangan itu agar hati kami jadi tenteram dan kami yakin bahwa engkau telah berkata benar kepada kami dan kami menjadi orangorang yang menyaksikan hidangan itu,3,0,0,3,0,0,3,0,0
783,5,114,Isa putra Maryam berdoa Ya Tuhan kami turunkanlah kepada kami hidangan dari langit yang hari turunnya akan menjadi hari raya bagi kami yaitu bagi orangorang yang sekarang bersama kami maupun yang datang setelah kami dan menjadi tanda bagi kekuasaan Engkau berilah kami rezeki dan Engkaulah sebaikbaik pemberi rezeki,0,0,0,7,0,0,0,0,0
784,5,115,Allah berfirman Sungguh Aku akan menurunkan hidangan itu kepadamu tetapi barang siapa kafir di antaramu setelah turun hidangan itu maka sungguh Aku akan mengazabnya dengan azab yang tidak pernah Aku timpakan kepada seorang pun di antara umat manusia seluruh alam,6,0,0,7,0,0,0,0,0
785,5,116,Dan ingatlah ketika Allah berfirman Wahai Isa putra Maryam Engkaukah yang mengatakan kepada orangorang Jadikanlah aku dan ibuku sebagai dua Tuhan selain Allah Isa menjawab Maha Suci Engkau tidak patut bagiku mengatakan apa yang bukan hakku Jika aku pernah mengatakannya tentulah Engkau telah mengetahuinya Engkau mengetahui apa yang ada pada diriku dan aku tidak mengetahui apa yang ada padaMu Sungguh Engkaulah Yang Maha Mengetahui segala yang gaib,1,0,0,1,0,0,1,0,0
786,5,117,Aku tidak pernah mengatakan kepada mereka kecuali apa yang Engkau perintahkan kepadaku yaitu Sembahlah Allah Tuhanku dan Tuhanmu dan aku menjadi saksi terhadap mereka selama aku berada di tengahtengah mereka Maka setelah Engkau mewafatkan aku Engkaulah yang mengawasi mereka Dan Engkaulah Yang Maha Menyaksikan atas segala sesuatu,2,0,0,12,0,0,20,0,0
787,5,118,Jika Engkau menyiksa mereka maka sesungguhnya mereka adalah hambahambaMu dan jika Engkau mengampuni mereka sesungguhnya Engkaulah Yang Mahaperkasa Mahabijaksana,2,0,0,12,0,0,12,0,0
788,5,119,Allah berfirman Inilah saat orang yang benar memperoleh manfaat dari kebenarannya Mereka memperoleh surga yang mengalir di bawahnya sungaisungai mereka kekal di dalamnya selamalamanya Allah rida kepada mereka dan mereka pun rida kepadaNya Itulah kemenangan yang agung,6,0,0,6,0,0,6,0,0
789,5,120,Milik Allah kerajaan langit dan bumi dan apa yang ada di dalamnya dan Dia Mahakuasa atas segala sesuatu,4,0,0,4,0,0,19,0,0
790,6,1,Segala puji bagi Allah yang telah menciptakan langit dan bumi dan menjadikan gelap dan terang namun demikian orangorang kafir masih mempersekutukan Tuhan mereka dengan sesuatu,1,0,0,1,0,0,1,0,0
791,6,2,Dialah yang menciptakan kamu dari tanah kemudian Dia menetapkan ajal kematianmu dan batas waktu tertentu yang hanya diketahui olehNya Namun demikian kamu masih meragukannya,6,0,0,0,0,0,17,0,0
792,6,3,Dan Dialah Allah yang disembah di langit maupun di bumi Dia mengetahui apa yang kamu rahasiakan dan apa yang kamu nyatakan dan mengetahui pula apa yang kamu kerjakan,4,0,0,4,0,0,4,0,0
793,6,4,Dan setiap ayat dari ayatayat Tuhan yang sampai kepada mereka orang kafir semuanya selalu diingkarinya,2,0,0,2,0,0,2,0,0
794,6,5,Sungguh mereka telah mendustakan kebenaran AlQuran ketika sampai kepada mereka maka kelak akan sampai kepada mereka kenyataan dari beritaberita yang selalu mereka perolokolokkan,2,0,0,8,0,0,8,0,0
795,6,6,Tidakkah mereka memperhatikan berapa banyak generasi sebelum mereka yang telah Kami binasakan padahal generasi itu telah Kami teguhkan kedudukannya di bumi yaitu keteguhan yang belum pernah Kami berikan kepadamu Kami curahkan hujan yang lebat untuk mereka dan Kami jadikan sungaisungai mengalir di bawah mereka kemudian Kami binasakan mereka karena dosadosa mereka sendiri dan Kami ciptakan generasi yang lain setelah generasi mereka,0,0,0,10,0,0,10,0,0
796,6,7,Dan sekiranya Kami turunkan kepadamu Muhammad tulisan di atas kertas lalu mereka dapat memegangnya dengan tangan mereka sendiri niscaya orangorang kafir itu akan berkata Ini tidak lain hanyalah sihir yang nyata,0,0,0,3,0,0,3,0,0
797,6,8,Dan mereka berkata Mengapa tidak diturunkan malaikat kepadanya Muhammad Jika Kami turunkan malaikat kepadanya tentu selesailah urusan itu tetapi mereka tidak diberi penangguhan sedikit pun,0,0,0,10,0,0,10,0,0
798,6,9,Dan sekiranya Rasul itu Kami jadikan dari malaikat pastilah Kami jadikan dia berwujud lakilaki dan dengan demikian pasti Kami akan menjadikan mereka tetap ragu sebagaimana kini mereka ragu,0,0,0,10,0,0,10,0,0
799,6,10,Dan sungguh beberapa Rasul sebelum engkau Muhammad telah diperolokolokkan sehingga turunlah azab kepada orangorang yang mencemoohkan itu sebagai balasan atas olokolokan mereka,3,0,0,3,0,0,18,0,0
800,6,11,Katakanlah Muhammad Jelajahilah bumi kemudian perhatikanlah bagaimana kesudahan orangorang yang mendustakan itu,3,0,0,8,0,0,8,0,0
801,6,12,Katakanlah Muhammad Milik siapakah apa yang di langit dan di bumi Katakanlah Milik Allah Dia telah menetapkan sifat kasih sayang pada diriNya Dia sungguh akan mengumpulkan kamu pada hari Kiamat yang tidak diragukan lagi Orangorang yang merugikan dirinya mereka itu tidak beriman,1,0,0,6,0,0,13,0,0
802,6,13,Dan milikNyalah segala apa yang ada pada malam dan siang hari Dan Dialah Yang Maha Mendengar Maha Mengetahui,4,0,0,4,0,0,4,0,0
803,6,14,Katakanlah Muhammad Apakah aku akan menjadikan pelindung selain Allah yang menjadikan langit dan bumi padahal Dia memberi makan dan tidak diberi makan Katakanlah Sesungguhnya aku diperintahkan agar aku menjadi orang yang pertama berserah diri kepada Allah dan jangan sekalikali kamu masuk golongan orangorang musyrik,1,0,0,13,0,0,13,0,0
804,6,15,Katakanlah Muhammad Aku benarbenar takut akan azab hari yang besar hari Kiamat jika aku mendurhakai Tuhanku,2,0,0,2,0,0,2,0,0
805,6,16,Barang siapa yang azab dijauhkan dari dirinya pada hari itu maka sungguh Allah telah memberikan rahmat kepadanya Dan itulah kemenangan yang nyata,1,0,0,1,0,0,1,0,0
806,6,17,Dan jika Allah menimpakan suatu bencana kepadamu tidak ada yang dapat menghilangkannya selain Dia Dan jika Dia mendatangkan kebaikan kepadamu maka Dia Maha Kuasa atas segala sesuatu,1,0,0,1,0,0,19,0,0
807,6,18,Dan Dialah yang berkuasa atas hambahambaNya Dan Dia Mahabijaksana Maha Mengetahui,1,0,0,1,0,0,19,0,0
808,6,19,Katakanlah Muhammad Siapakah yang lebih kuat kesaksiannya Katakanlah Allah Dia menjadi saksi antara aku dan kamu AlQuran ini diwahyukan kepadaku agar dengan itu aku memberi peringatan kepadamu dan kepada orang yang sampai AlQuran kepadanya Dapatkah kamu benarbenar bersaksi bahwa ada tuhantuhan lain bersama Allah Katakanlah Aku tidak dapat bersaksi Katakanlah Sesungguhnya hanya Dialah Tuhan Yang Maha Esa dan aku berlepas diri dari apa yang kamu persekutukan dengan Allah,1,0,0,1,0,0,1,0,0
809,6,20,Orangorang yang telah Kami berikan kitab kepadanya mereka mengenalnya Muhammad seperti mereka mengenal anakanaknya sendiri Orangorang yang merugikan dirinya mereka itu tidak beriman kepada Allah,6,0,0,0,0,0,17,0,0
810,6,21,Dan siapakah yang lebih zalim daripada orang yang mengadaadakan suatu kebohongan terhadap Allah atau yang mendustakan ayatayatNya Sesungguhnya orangorang yang zalim itu tidak beruntung,0,0,0,7,0,0,7,0,0
811,6,22,Dan ingatlah pada hari ketika Kami mengumpulkan mereka semua kemudian Kami berfirman kepada orangorang yang menyekutukan Allah Dimanakah sembahansembahanmu yang dahulu kamu klaim sebagai sekutusekutu Kami,0,0,0,7,0,0,0,0,0
812,6,23,Kemudian tidaklah ada jawaban bohong mereka kecuali mengatakan Demi Allah ya Tuhan kami tidaklah kami mempersekutukan Allah,4,0,0,4,0,0,20,0,0
813,6,24,Lihatlah bagaimana mereka berbohong terhadap diri mereka sendiri Dan sesembahan yang mereka adaadakan dahulu akan hilang dari mereka,6,0,0,6,0,0,6,0,0
814,6,25,Dan di antara mereka ada yang mendengarkan bacaanmu Muhammad dan Kami telah menjadikan hati mereka tertutup sehingga mereka tidak memahaminya dan telinganya tersumbat Dan kalaupun mereka melihat segala tanda kebenaran mereka tetap tidak mau beriman kepadanya Sehingga apabila mereka datang kepadamu untuk membantahmu orangorang kafir itu berkata Ini AlQuran tidak lain hanyalah dongengan orangorang terdahulu,3,0,0,3,0,0,3,0,0
815,6,26,Dan mereka melarang orang lain mendengarkan AlQuran dan mereka sendiri menjauhkan diri daripadanya dan mereka hanyalah membinasakan diri mereka sendiri sedang mereka tidak menyadari,0,0,0,3,0,0,3,0,0
816,6,27,Dan seandainya engkau Muhammad melihat ketika mereka dihadapkan ke neraka mereka berkata Seandainya kami dikembalikan ke dunia tentu kami tidak akan mendustakan ayatayat Tuhan kami serta menjadi orangorang yang beriman,2,0,0,8,0,0,8,0,0
817,6,28,Tetapi sebenarnya bagi mereka telah nyata kejahatan yang mereka sembunyikan dahulu Seandainya mereka dikembalikan ke dunia tentu mereka akan mengulang kembali apa yang telah dilarang mengerjakannya Mereka itu sungguh pendusta,0,0,0,7,0,0,18,0,0
818,6,29,Dan tentu mereka akan mengatakan pula Hidup hanyalah di dunia ini dan kita tidak akan dibangkitkan,3,0,0,3,0,0,3,0,0
819,6,30,Dan seandainya engkau Muhammad melihat ketika mereka dihadapkan kepada Tuhannya tentulah engkau melihat peristiwa yang mengharukan Dia Berfirman Bukankah kebangkitan ini benar Mereka menjawab Sungguh benar demi Tuhan kami Dia berfirman Rasakanlah azab ini karena dahulu kamu mengingkarinya,2,0,0,2,0,0,2,0,0
820,6,31,Sungguh rugi orangorang yang mendustakan pertemuan dengan Allah sehingga apabila Kiamat datang kepada mereka secara tibatiba mereka berkata Alangkah besarnya penyesalan kami terhadap kelalaian kami tentang Kiamat itu sambil mereka memikul dosadosa di atas punggungnya Alangkah buruknya apa yang mereka pikul,0,0,0,10,0,0,18,0,0
821,6,32,Dan kehidupan dunia ini hanyalah permainan dan senda gurau Sedangkan negeri akhirat itu sungguh lebih baik bagi orangorang yang bertakwa Tidakkah kamu mengerti,0,0,0,10,0,0,10,0,0
822,6,33,Sungguh Kami mengetahui bahwa apa yang mereka katakan itu menyedihkan hatimu Muhammad janganlah bersedih hati karena sebenarnya mereka bukan mendustakanmu tetapi orang zalim itu mengingkari ayatayat Allah,2,0,0,7,0,0,7,0,0
823,6,34,Dan sesungguhnya Rasulrasul sebelum engkau pun telah didustakan tetapi mereka sabar terhadap pendustaan dan penganiayaan yang dilakukan terhadap mereka sampai datang pertolongan Kami kepada mereka Dan tidak ada yang dapat mengubah kalimatkalimat ketetapan Allah Dan sungguh telah datang kepadamu sebagian dari berita Rasulrasul itu,2,0,0,7,0,0,7,0,0
824,6,35,Dan jika keberpalingan mereka terasa berat bagimu Muhammad maka sekiranya engkau dapat membuat lubang di bumi atau tangga ke langit lalu engkau dapat mendatangkan mukjizat kepada mereka maka buatlah Dan sekiranya Allah menghendaki tentu Dia akan mengumpulkan mereka semua di atas petunjuk sebab itu janganlah sekalikali engkau termasuk orangorang yang bodoh,6,0,0,0,0,0,17,0,0
825,6,36,Hanya orangorang yang mendengar sajalah yang mematuhi seruan Allah dan orangorang yang mati kelak akan dibangkitkan oleh Allah kemudian kepadaNya mereka dikembalikan,1,0,0,13,0,0,13,0,0
826,6,37,Dan mereka orangorang musyrik berkata Mengapa tidak diturunkan kepadanya Muhammad suatu mukjizat dari Tuhannya Katakanlah Sesungguhnya Allah berkuasa menurunkan suatu mukjizat tetapi kebanyakan mereka tidak mengetahui,2,0,0,12,0,0,12,0,0
827,6,38,Dan tidak ada seekor binatang pun yang ada di bumi dan burungburung yang terbang dengan kedua sayapnya melainkan semuanya merupakan umatumat juga seperti kamu Tidak ada sesuatu pun yang Kami luputkan di dalam Kitab kemudian kepada Tuhan mereka dikumpulkan,0,0,0,7,0,0,0,0,0
828,6,39,Dan orangorang yang mendustakan ayatayat Kami adalah tuli bisu dan berada dalam gelap gulita Barang siapa yang dikehendaki Allah dalam kesesatan niscaya disesatkanNya Dan barang siapa dikehendaki Allah untuk diberi petunjuk niscaya Dia menjadikannya berada di atas jalan yang lurus,6,0,0,0,0,0,0,0,0
829,6,40,Katakanlah Muhammad Terangkanlah kepadaku jika siksaan Allah sampai kepadamu atau hari Kiamat sampai kepadamu apakah kamu akan menyeru tuhan selain Allah jika kamu orang yang benar,1,0,0,1,0,0,1,0,0
830,6,41,Tidak hanya kepadaNya kamu minta tolong Jika Dia menghendaki Dia hilangkan apa bahaya yang kamu mohonkan kepadaNya dan kamu tinggalkan apa yang kamu persekutukan dengan Allah,1,0,0,13,0,0,13,0,0
831,6,42,Dan sungguh Kami telah mengutus Rasulrasul kepada umatumat sebelum engkau kemudian Kami siksa mereka dengan menimpakan kemelaratan dan kesengsaraan agar mereka memohon kepada Allah dengan kerendahan hati,6,0,0,6,0,0,6,0,0
832,6,43,Tetapi mengapa mereka tidak memohon kepada Allah dengan kerendahan hati ketika siksaan Kami datang menimpa mereka Bahkan hati mereka telah menjadi keras dan setan pun menjadikan terasa indah bagi mereka apa yang selalu mereka kerjakan,6,0,0,6,0,0,6,0,0
833,6,44,Maka ketika mereka melupakan peringatan yang telah diberikan kepada mereka Kami pun membukakan semua pintu kesenangan untuk mereka Sehingga ketika mereka bergembira dengan apa yang telah diberikan kepada mereka Kami siksa mereka secara tibatiba maka ketika itu mereka terdiam putus asa,0,0,0,10,0,0,10,0,0
834,6,45,Maka orangorang yang zalim itu dimusnahkan sampai ke akarakarnya Dan segala puji bagi Allah Tuhan seluruh alam,2,0,0,12,0,0,12,0,0
